atID,hp6,lp6,hp5,lp5,al,fe
AT1G01448|wt,0.7012945548236758,1.0,0.7335224883330146,0.7058516364658471,0.5581745761369831,0.3862863567502857
AT1G01453|wt,0.4835284330977532,0.4937112279788121,0.9559279571724217,1.0,0.48725778400030917,0.9648646710734994
AT1G01470|wt,0.7579626354673397,0.6879673790185613,0.6045168882853259,0.5311571196823889,0.4588688216806551,0.7453712888041831
AT1G01480|wt,0.27449325287590876,0.22353459129033296,0.30080192764571867,0.2292576664358476,0.3470512088271444,0.14022857882391207
AT1G01490|wt,0.8151122606164882,0.8181621064147967,1.0,0.8810450492278794,0.7551787304148698,0.6743287607092
AT1G01500|wt,0.8046570976790444,0.8469110935884557,0.7782740807364976,0.682661991406829,0.7965151503186585,1.0
AT1G01510|wt,0.9238089107301831,1.0,0.9557316307980538,0.9536535674381048,0.9439484575527775,0.6908866209865845
AT1G01540|wt,0.8327363145480048,0.9472157492899076,0.8534146345327356,1.0,0.5562307683158451,0.4452461782685361
AT1G01550|wt,0.9245816979263052,0.8664392581892871,0.8890354154138065,0.8572678934096926,0.8673892524746492,0.9789245917392717
AT1G01560|wt,0.05403388404287273,0.05228588571217024,0.06330427560589315,0.06817817261605105,0.11907239860230996,0.168810445635719
AT1G01570|wt,0.483373865658315,0.5375160180785898,0.5544615052483298,0.5060534430078992,0.6203116063235039,0.42206156402732997
AT1G01580|wt,0.9864082211377732,0.6332489587528219,0.566617226024621,0.07694039101385533,0.03557014743288821,0.00639973066121965
AT1G01600|wt,0.38843682391351897,0.353376102313346,0.22079228126853562,0.21821143680863028,0.41435693089760606,0.38250215576664637
AT1G01610|wt,0.4418547376110267,0.5398360013008369,0.35154139373552956,0.309390729537506,0.399349311662539,0.33494003174374853
AT1G01620|wt,0.7316398204912503,0.6442398702999316,0.7247945336919366,0.6345690573574195,0.6684608893863417,0.9418619260186485
AT1G01630|wt,0.8705695185297669,0.8377941975912276,0.9464693316417739,0.8266247265549109,0.7135917853894101,0.8252125935622894
AT1G01640|wt,0.9535318565508647,0.8318527997569116,0.7755964642873645,0.7372752856257441,0.8209501364391734,0.7859557273575806
AT1G01650|wt,1.0,0.896452913391103,0.7815960345143973,0.8306263867377768,0.9217445910784884,0.9943686527740744
AT1G01660|wt,0.6351668951185048,0.8723988982765487,1.0,0.9720985468498322,0.7244042248317994,0.6052104993545957
AT1G01670|wt,0.6060651036179715,0.764565413065484,0.6926053429759873,1.0,0.8513812116457437,0.8390756070042557
AT1G01690|wt,0.8597056609657255,0.7691166597080266,0.8694543715321349,0.9051460856269478,0.8838202980268091,0.7904288721901208
AT1G01700|wt,0.6196170224067584,0.758470469323987,0.519798797046806,0.6653118729779336,0.5811348933585232,0.3674856077285707
AT1G01710|wt,0.7659719008482684,0.7647594394060245,0.725162587638368,0.7413416266012404,0.8932088049243223,0.8500905414792197
AT1G01715|wt,0.8919018217971951,0.8559137256387329,0.8366207688699351,0.8501455128177396,0.9922923976372663,0.8170316876283046
AT1G01720|wt,0.22947446566114119,0.18567817731289096,0.23116405899075088,0.3115991405399731,0.39579467313397937,0.6670445637363808
AT1G01725|wt,0.9002510440659189,0.7930388237669527,0.7639543890169299,0.7477577877929935,0.5268057877106983,1.0
AT1G01730|wt,0.897568708292319,0.7761670629752898,0.7624698880414723,0.8132664286883444,0.7691454067387465,1.0
AT1G01740|wt,0.9835795009568804,1.0,0.9649260739624973,0.9217071749048107,0.9572100503573272,0.764622947839119
AT1G01750|wt,0.6154876626108854,0.6914157068118637,0.9171870051337091,0.916969043961655,0.5772140601092459,1.0
AT1G01760|wt,0.6611150549034148,0.822861115721663,0.6905731349930585,1.0,0.7051005426934854,0.6687849164670816
AT1G01770|wt,0.7344048162800928,0.9722780996806297,0.8263314041973002,1.0,0.9249045229841005,0.8087201623173218
AT1G01780|wt,0.7207153725364351,0.7807402343130915,1.0,0.8834495908774543,0.9258162336583818,0.7773297683990867
AT1G01790|wt,0.9606054074350429,0.9537497673784485,0.968550671082802,1.0,0.8486796573265154,0.6799953490509213
AT1G01800|wt,0.8272042999455755,0.7851296298646887,0.8018291076096626,0.7419443133837944,0.655204997665283,1.0
AT1G01810|wt,0.6889542511226209,0.4680924340141111,0.4393911508209373,0.563589385284677,0.6065778345319952,0.6336557075108427
AT1G01820|wt,0.7716679716907152,0.8066691366242119,0.7694819319805729,0.7818309984076889,0.9296038602613002,1.0
AT1G01830|wt,0.9770578582875707,0.9670375766420549,0.9952747119955614,0.921371828798801,0.7188332125516215,0.8280022124418793
AT1G01840|wt,0.42176350727202816,0.4758284961055273,0.45895150956058783,0.5183617472288223,0.5665032227027802,1.0
AT1G01860|wt,0.20993180106908998,0.5285961840140682,0.459543557086578,0.8965953434722608,1.0,0.40636966629618076
AT1G01880|wt,0.6889103426899735,0.4836730743969398,0.47229577219894747,0.49909579408554117,0.6457206692012211,0.917465431814032
AT1G01900|wt,0.726878774040961,0.7812881303951746,0.785886842262318,1.0,0.5358294681670914,0.7417432969628337
AT1G01910|wt,0.9339523538248705,0.8379658033877343,0.8714450268666245,0.9514383103056374,0.9565377892360459,1.0
AT1G01920|wt,0.812570934854896,1.0,0.7753970995257514,0.8692785384202861,0.7855024005720495,0.48386529113064447
AT1G01930|wt,0.841004731011209,0.9700664104025805,0.8979218335221152,1.0,0.9274447543692693,0.7944994047120161
AT1G01940|wt,0.947539306475024,0.8297317883032941,0.7695502321286433,0.8374383682807299,0.7556632556891788,0.8707318209144774
AT1G01950|wt,0.8523023337016294,0.8501628269543103,0.9103492369021412,0.97972871370633,0.9121046425268854,0.6026613766682775
AT1G01960|wt,0.7980505263510671,1.0,0.86412113686532,0.9989237754076971,0.8970114247348248,0.5794155209275105
AT1G01970|wt,0.896374632315676,0.7878110225974927,0.8867980936725752,0.7889739083809534,0.8623827320453601,0.8140012855786096
AT1G01990|wt,0.9098099331201963,1.0,0.9147187298987066,0.8849129119186898,0.9036753160088105,0.9155314898536557
AT1G02000|wt,0.6955134103455446,0.7525169353110465,0.8615904799068531,0.8249725632791984,0.8205589149459595,0.8079678836165823
AT1G02010|wt,0.7540453029226323,0.8433728613828966,0.78809374882116,1.0,0.8495451062125892,0.5423382062241585
AT1G02020|wt,0.7687235736672097,0.8523344866433916,0.7092151445304098,0.7575779258391606,0.7414503495749504,0.677703570253929
AT1G02030|wt,0.523301828330909,0.3404273647818112,0.3446284122735948,0.33385078475390323,0.15806721952775235,0.18398834898951164
AT1G02050|wt,0.9008774286834904,1.0,0.8158534041000165,0.8008564411428177,0.867948682021767,0.542838785052095
AT1G02060|wt,0.5311981597863296,0.9741186541700906,0.6483772354006458,1.0,0.6052863141913222,0.41036137742777473
AT1G02080|wt,0.7171198488114907,0.8945780750534039,0.7564761925042167,1.0,0.7935793827369994,0.47073646425979637
AT1G02090|wt,0.8236275803368356,0.7453692950906566,0.7671248934172015,0.7902630906868451,0.7823642262011906,0.881749060060881
AT1G02100|wt,0.8899248498910456,0.9748428248453289,0.94839357332842,0.8936689882750206,0.9056299227364248,0.8654078316629189
AT1G02110|wt,0.8268339123876615,1.0,0.7710253348385802,0.828724537203205,0.8148846753677272,0.4547785673871308
AT1G02120|wt,0.840538976150081,1.0,0.920413614293264,0.961184380766695,0.8925716638704478,0.7117713466339194
AT1G02130|wt,0.8034629542596242,0.7040229433392147,0.7520082047428557,0.7335852155182095,0.8211488847404861,0.9836227652295043
AT1G02140|wt,0.884898679084595,0.788358874387879,0.7773054470856996,0.7616306454675713,0.7199506836190376,1.0
AT1G02145|wt,0.9063273107783654,1.0,0.9631690801125095,0.9770554882044813,0.9800398352346225,0.8661194284739977
AT1G02150|wt,0.9863807182791521,0.9927594906715033,0.8674169090271099,0.8840921095384295,0.8617521175109563,0.8344961987759796
AT1G02160|wt,0.8384296745158326,0.7390967153295485,0.7572170590841099,0.8246870504394236,0.6432052446112984,0.963975554094731
AT1G02170|wt,0.6482941959940006,0.7022354457404082,0.6313977674197581,0.6094749246539346,0.7734329094873063,0.6092948134827187
AT1G02180|wt,0.7021904787690633,0.8452563676608609,0.7986060398754038,0.7126942740595993,0.778148395911771,1.0
AT1G02220|wt,0.44383486251343773,0.38732234543247,0.2729886740144922,0.25817805324061016,0.31451665318395977,0.3335019080233099
AT1G02230|wt,0.9591582632180112,0.590729682057567,0.9094504305849032,0.8316757943511485,0.47179729965089057,0.4574076847139797
AT1G02260|wt,0.8543713844650347,1.0,0.8644107865824383,0.8944329781540554,0.8517032882781268,0.5935827671039126
AT1G02270|wt,0.9951388994361183,0.9584065555052025,0.902782099014899,0.9215371846526264,0.9786413782049588,0.9396885757375705
AT1G02280|wt,1.0,0.8535506579012103,0.9011597303471199,0.7899904839438201,0.8964956624019318,0.834615941407916
AT1G02290|wt,0.9739343550981157,1.0,0.8999898246152603,0.9274904264341441,0.906785760730101,0.7408901860221063
AT1G02300|wt,0.6845143937535396,0.8545702197116488,0.8212520427314722,0.8566238371611968,0.765970738656042,1.0
AT1G02305|wt,0.5603690900722469,0.5791979765108365,0.6160542588650506,0.5869015687287407,0.7758108949155356,0.9829381426358345
AT1G02310|wt,0.1382353806359933,0.07317231708918519,0.1288495291141984,0.1532045082164773,0.292525269767437,0.5377277500201942
AT1G02330|wt,1.0,0.8784028358618668,0.9214217634914849,0.7954633669308739,0.861157408617902,0.7514130133199932
AT1G02335|wt,0.8421089487328322,0.6669458857178396,0.7191743914343036,0.7113215270228208,0.7761172436443193,0.7544575356674604
AT1G02340|wt,0.7227203586550618,0.6562663191542644,0.9638309916427545,0.7862491170344452,0.4572790722953674,0.9044903760196219
AT1G02350|wt,0.7721675375581133,0.6602811582284349,0.6348376880171022,0.7533719288504649,1.0,0.8160315272256821
AT1G02360|wt,0.29805200692003114,0.27635527270243126,0.2979807047383708,0.24035626805522264,0.36435593803369887,0.6290391161148953
AT1G02370|wt,0.9619570080605051,0.8121336077185932,0.8804619171563158,0.9604288173996692,0.8995813305592822,0.7371062702396058
AT1G02380|wt,0.5796049406137961,0.7464753828406396,0.9797955825839298,1.0,0.7428941012158297,0.8289529296413174
AT1G02390|wt,0.9166094431971065,0.8602567909102067,1.0,0.9266265836762962,0.7188559343601901,0.9728572986868965
AT1G02400|wt,0.5242372942963133,0.4003320254953875,0.46961647910031507,0.39594567811383974,0.42715177971536444,0.6072746599775762
AT1G02410|wt,0.9121115737917944,0.8449735920636842,0.8817757035630639,0.8420784722933099,0.9356716001967976,1.0
AT1G02420|wt,0.9102744305596162,0.9735601517127088,0.8771580816281496,0.9669907022220451,0.8428425188114937,0.9576279111917634
AT1G02430|wt,0.15057321955844474,0.14917437835138098,0.10293067996272631,0.1025261157395484,0.5070505113955096,0.40713256637781603
AT1G02460|wt,1.0,0.9688439634287349,0.8606803587370844,0.7776631450739898,0.685845399526558,0.5117170144155903
AT1G02475|wt,0.8918435657452845,0.8331668176838035,0.9371822970283742,0.7683030095686164,0.854820511379209,1.0
AT1G02500|wt,0.9089999058100587,0.7709310319739069,0.7386919377129951,0.6476281210392383,0.6355341662448022,0.8050895614082212
AT1G02520|wt,0.08698861850856389,0.09070061144634552,0.07159832103159922,0.07944654843258314,0.3289617021387746,0.20016646787117362
AT1G02530|wt,0.5711897757635112,0.8942351271275537,0.756967213764671,0.9560531108260296,0.8509691900555653,0.6373480599934354
AT1G02560|wt,0.8783849837314394,0.7861882150905743,0.8564189551209818,0.770424041885559,0.8196437893404797,0.9217381509580824
AT1G02570|wt,0.4265857605707733,0.5002994262912445,0.8595340916464607,0.8805282552567688,0.5456080965496104,1.0
AT1G02575|wt,0.6532511319416298,0.6212907544213496,0.7475923758752407,0.6701163711392631,0.4978317072251049,1.0
AT1G02580|wt,0.02039616762404201,0.045446327819891635,0.06044773567683276,0.05023340355545963,0.27405602592567935,0.17551152308468787
AT1G02610|wt,0.5218177953272546,0.6503503088236317,0.8442672640323298,0.7753847968581615,0.7495049194051068,1.0
AT1G02640|wt,0.8105238102478017,0.7895333877581724,0.9023347905464025,0.7053656783900651,0.8286284566141038,0.8580327042470552
AT1G02650|wt,0.7242027478836179,0.5719455910527022,0.7533687224424769,0.5264766379096135,1.0,0.5504906151638764
AT1G02660|wt,0.30112724622672693,0.22696314484290436,0.2412326196519374,0.30295467119015485,0.40491975782035017,0.4775751874412896
AT1G02670|wt,0.4811577177555446,0.7273731150690875,0.5132565995674624,0.6027442242042685,0.8373135829229869,0.5036789876216022
AT1G02680|wt,0.9277796765178519,0.8661321744440164,0.8890263808188654,0.841309792803248,0.8255884958873366,0.9713169331339476
AT1G02690|wt,0.9489723008149634,0.8535969071792054,0.8440282200732434,0.9240648595240132,0.9473407406023424,0.7964672578889026
AT1G02705|wt,0.8315312747547164,0.4393811465019072,0.7439523627946575,0.6268525524768287,0.568625611627877,0.5742329694467997
AT1G02720|wt,1.0,0.9335930164415446,0.8497962029278889,0.8180981532915578,0.7602234497735896,0.6001474917963544
AT1G02730|wt,0.8157720183620747,0.7630567885705382,0.8012606066672519,0.8587833608006369,0.745566377003237,0.6122363983208278
AT1G02740|wt,0.7092013902373258,0.5996572027994393,0.7098626456077907,0.7706546053470489,0.6261681378781552,0.742994478536513
AT1G02750|wt,0.360612738953543,0.38177444681011696,0.42225610611056025,0.3528783105235193,0.46641375979173116,0.5502555082819541
AT1G02780|wt,0.8874431858746613,0.7643398493869127,0.7964138824227139,0.7892795915376517,0.6976267000359807,0.8177010426608756
AT1G02810|wt,0.6865948685205434,0.7463016837028101,0.7577422515511011,0.8329848003045962,1.0,0.7360745286507618
AT1G02816|wt,0.6712893471003413,0.5692352518919812,0.7338638678983643,0.7905761598797344,0.5194925723692637,1.0
AT1G02820|wt,0.8192181463560059,0.46663688127937525,0.42584249113313233,0.5149356888234073,0.24258979418118157,0.2162487475315179
AT1G02840|wt,0.8705011438566164,1.0,0.8479041806279628,0.9114376059144488,0.8860237731609977,0.7754657342038622
AT1G02850|wt,0.11943174751697617,0.18083539264722412,0.10665211696659965,0.29090655569234,0.4203605160301564,0.2907726422494096
AT1G02860|wt,1.0,0.8513965885156882,0.8709226451432832,0.8048987449731037,0.8550495410244278,0.638920093272402
AT1G02870|wt,0.9746836180008764,0.8551680267451767,0.8136700100099912,0.7798529715788716,0.8769390483951931,0.9002555757639019
AT1G02880|wt,0.6586231733291776,0.6307254812970432,0.6627294984747989,0.6574770443349334,0.7181080239094692,0.8584623940702063
AT1G02890|wt,0.8398875876082705,1.0,0.8964030546141513,0.9703008356520049,0.8545478407617324,0.5814762611950103
AT1G02900|wt,0.9134057703076877,0.8059375680139998,0.7871421723055677,0.5513313440849238,0.43365125233710594,0.7813203698182655
AT1G02910|wt,0.9702679424427946,0.9441641563744245,0.9484512124453973,0.8308930248536658,0.9150810430888966,0.7319826957815548
AT1G02920|wt,0.019349998215284266,0.0170427480555589,0.024040238791940727,0.018195130614153482,0.21807102866685837,0.7296522346618147
AT1G02930|wt,0.017489077224081714,0.010088127134000818,0.015717949009318936,0.013810161822872183,0.1954142942602885,0.6337013401838565
AT1G02950|wt,0.6553704812024322,0.47992961007880386,0.6073343114778886,0.5199741605136777,0.49249901458496614,0.5683404211607442
AT1G02960|wt,0.874347388839388,0.9313493543803887,0.9423382320277393,1.0,0.9848005219155911,0.7353876124962946
AT1G02970|wt,0.9189893496508809,0.717546575825579,0.9038640706078865,0.7048744282014567,0.7709572393654278,0.5694458805289799
AT1G02980|wt,0.9745282952154205,0.915288020851778,0.9796186597553034,1.0,0.7641496708931771,0.4784177429357091
AT1G02990|wt,0.8411105261379371,0.9861080205361905,0.894758376388774,1.0,0.8944207021806209,0.7016332283784882
AT1G03000|wt,0.7783468269866489,1.0,0.7842890163150597,0.9729343916591883,0.8963797434164109,0.731703381191301
AT1G03010|wt,0.645421663115159,0.7183488180573675,0.7962403969868003,0.6654024673467558,0.7573670253178414,0.7322653772731433
AT1G03030|wt,0.8366565558687452,0.8251075497761942,0.8163684853908983,0.8314411861286753,0.7892812583769466,0.786359564463456
AT1G03040|wt,1.0,0.9415237967718499,0.9098282116069996,0.8904795862569196,0.992463225034981,0.6131986855173205
AT1G03060|wt,0.7538434383326621,0.9781331299255757,0.7766330434915125,1.0,0.7168721575997065,0.4498322910508132
AT1G03070|wt,0.807965511112556,0.610254181274133,0.6813179425639814,1.0,0.8208808545651833,0.9914172605505781
AT1G03080|wt,0.845990193571182,0.8994482770071408,0.8339969598726751,1.0,0.7027575788699107,0.5129313161636091
AT1G03090|wt,0.8440459401222357,0.9138491500593011,0.8368151789732096,0.9741253486578066,0.9199073457353428,0.8992948020115137
AT1G03100|wt,0.7089485233195242,0.7697872482262663,0.741768926041447,0.7947083435913511,0.9155742668546047,0.6353446241837635
AT1G03110|wt,0.8606986119497259,0.8678194319739148,0.8652751852104804,0.8704539471813693,0.9684213293651477,0.8890816636696128
AT1G03130|wt,0.34265126386861333,0.27464316348724577,1.0,0.25472593757019985,0.43722765792827095,0.16291941830334572
AT1G03140|wt,1.0,0.9516517026870337,0.9557828835494105,0.9520730098990859,0.9417189632375299,0.9368333170646477
AT1G03150|wt,0.7647162329408871,0.6547571702239064,0.6829139867504664,0.6514293196021619,0.7123184580892289,0.9719309195971555
AT1G03160|wt,0.866558572913408,0.9375254939628086,0.9190538565601981,0.9392014018217254,1.0,0.784980846399486
AT1G03180|wt,0.9358673280002331,0.7714328604892171,0.9304689618886062,0.9565823615410647,0.9558897157144381,0.9593193906787543
AT1G03190|wt,0.6984799452789604,0.7866422076424308,0.7161034407119705,0.8374320638649279,0.8946891715576956,0.7194632651431914
AT1G03200|wt,0.5007322141623987,1.0,0.7460624498351883,0.7037057607022512,0.8002590112764341,0.4441034988883368
AT1G03210|wt,0.8949312110377138,0.9835393261275719,0.9642353588896421,0.9036478797895692,0.6638574479121119,0.7757468910377382
AT1G03220|wt,0.4697848656218521,0.4578916457131064,0.3932856167984203,0.36304495847251916,0.5326078251540729,0.6793514549258286
AT1G03230|wt,0.9093048184128716,0.8216296454803431,0.7229419319406128,0.7112611060113395,0.6965801361964556,0.7839967492202073
AT1G03250|wt,0.7016109719743038,0.7250934711740377,0.6087903185179381,0.6274699483878334,0.733082780357692,0.7760661050601602
AT1G03260|wt,0.7228461371761595,0.8322099200076396,0.7891793984836576,0.7287216850642612,0.8401917080596478,0.7679362576143166
AT1G03270|wt,0.873061448283546,0.819538213132835,0.914422270456467,0.966684389654574,0.9195998248805434,0.7245969238861657
AT1G03280|wt,0.9465139190635953,0.9187226118855054,0.9706242954955233,0.953817681059665,0.9642373439766152,0.89046679574504
AT1G03290|wt,0.6313245943425458,0.7113185517760612,0.6963202575842047,0.6745278886743606,0.7845378613883651,0.6645528516908482
AT1G03300|wt,0.669295965064911,0.9151872065359337,0.7608169100990095,0.6539889958144791,1.0,0.8583517208695686
AT1G03310|wt,0.8987010493229719,0.9756606554538348,0.9737091083587481,0.9539370105034625,1.0,0.8644276418311118
AT1G03330|wt,0.7962249143744019,0.7511569675075228,0.7820573584168874,0.7909801554289146,0.6306248235860122,1.0
AT1G03340|wt,0.9299941798993161,0.6348230986172355,1.0,0.9886977245053231,0.7128071512067196,0.7999350011696335
AT1G03350|wt,0.9046295455785961,0.838861326004343,0.8954052815741981,0.8754850830097657,0.8354546148796241,0.8605189014000872
AT1G03360|wt,1.0,0.9556190241769116,0.9066665266442654,0.894036119334613,0.8809740633397365,0.8467059624924833
AT1G03365|wt,0.7371483431552781,0.948219162219319,0.7965246553055662,1.0,0.786613333367134,0.6180103863788475
AT1G03370|wt,0.9345709857100076,1.0,0.9653966108257992,0.9675933543819554,0.9465339350252999,0.7297247618325279
AT1G03380|wt,0.8003815941077496,0.9807011844165114,0.963218269266149,0.9501690442982558,0.8754337750884164,0.799183566680161
AT1G03400|wt,0.7680177241539443,0.5247442515486057,0.6624140290986522,0.24002896075577126,0.4927397213260063,0.9720549263084028
AT1G03410|wt,1.0,0.6819128763591698,0.6728461366194668,0.5713674170242607,0.5668711667494127,0.7374440415480745
AT1G03430|wt,0.7918581550645662,0.7416490486084886,0.7457473971915789,0.7730704149988538,0.7837396362998595,1.0
AT1G03440|wt,0.6773385630091183,0.9362676549599829,0.6658217197838197,0.6688948788719682,0.7328722430835449,0.7096600041774165
AT1G03457|wt,1.0,0.9492315414471361,0.7457836356618402,0.766905434894328,0.6122770238095734,0.7303250020677607
AT1G03470|wt,0.7512193227494892,0.7701477386945599,0.7550902509996466,0.7128237116209989,0.6815046695214162,0.6824189685649704
AT1G03475|wt,0.9248692989727758,0.9154341359404363,0.9062807672382708,0.8326399063927852,0.8719905653007158,0.8858881742973784
AT1G03510|wt,0.8591405828364915,0.7839734385291495,0.7826216534656945,0.8036614907978216,0.8765896410445219,0.7732147639532043
AT1G03520|wt,0.6985876493103795,0.6247228680072707,0.6524282913109137,0.7559801232823752,0.7095276832179473,0.799302514348663
AT1G03530|wt,0.8940712868704945,1.0,0.8246904411669145,0.9482154325660123,0.9508998249465862,0.6820556653769568
AT1G03540|wt,0.4889851546241745,0.9057093597890612,0.5832286537564385,1.0,0.49946756963334876,0.41676723223273915
AT1G03545|wt,0.7823559776678863,0.8615560516388038,0.6867823840589414,0.8179100127802672,0.8528337344688897,0.6203858947669347
AT1G03550|wt,0.5808787341687014,0.7163741279193497,0.7546164117997279,0.7411270606246257,0.7125782638058754,0.6799570267128232
AT1G03560|wt,0.8765212845245833,1.0,0.835667516540503,0.9984386167592323,0.9485454270526862,0.8059739122893148
AT1G03590|wt,0.8328765034786891,0.815494625405284,0.8890910381767919,0.9618467045266892,0.8688389604688521,0.9859416965417754
AT1G03600|wt,0.2896994378749835,0.26601349515666783,1.0,0.24812348790017533,0.46852817942580405,0.4772348538273616
AT1G03610|wt,0.7971365321376638,0.775827739795776,1.0,0.9109531654648281,0.6768618699142601,0.9273489281041952
AT1G03620|wt,1.0,0.6139924415042316,0.6522746775247388,0.6801901455370672,0.6394032738252875,0.7058243434251853
AT1G03630|wt,0.2918752389223725,0.06485641330388997,1.0,0.02146943407184964,0.5868339512448443,0.11928411680383415
AT1G03650|wt,0.9349303265937815,0.8329387128603754,0.7467386859627657,0.8014594916538695,0.8163576247816177,0.7946156677928575
AT1G03660|wt,0.12906478597523416,0.08824082228633354,0.1488695709822655,0.08344540276847207,0.3139585909990991,0.5268744783525732
AT1G03680|wt,0.7610706307473123,0.5845173550904761,0.7863428243160828,0.5684050334736742,0.7006382403212394,1.0
AT1G03687|wt,0.8958590317583609,0.9709898145604012,0.9058860867703749,0.9077588527631374,0.9018680598296284,0.982786442425047
AT1G03700|wt,0.28155667558027353,0.43717195590128,0.24281622579700593,0.22503552076174962,0.1749242135606949,0.9793377723766588
AT1G03730|wt,0.6620748251022516,0.7385703534688164,0.7347077745280941,0.6437093967189914,0.7054874818746258,1.0
AT1G03740|wt,0.8901352475821053,1.0,0.9046952250398329,0.9911052418307279,0.7407353705555577,0.8542242603983256
AT1G03750|wt,1.0,0.9636952577006985,0.9637501796906754,0.9649469236883065,0.8920357130471335,0.7267800959135347
AT1G03760|wt,0.9080662540453754,1.0,0.8765098928253993,0.9044195069715268,0.8562555653620608,0.579370869843965
AT1G03770|wt,0.7643302775062312,0.845389454082338,0.7934709471411399,0.8523729677395028,0.8552038070127528,0.5378099508735323
AT1G03780|wt,0.8796272996119943,0.8849804236627593,0.8950761320284885,0.828219222837747,0.9155204655062562,0.6723755896024208
AT1G03790|wt,0.1321308566942721,0.08124103362837187,0.24645477382123257,0.2598947195334765,0.21618655631989936,0.5452922061742018
AT1G03800|wt,0.6953705205352116,1.0,0.9123110995457537,0.8204256041336595,0.886099946577526,0.5546757326048591
